Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season,all_nba_1st_team
Marcus Morris,PF,28,BOS,54,1447,14.5,.541,.383,.252,3.3,18.4,10.9,8.1,1.2,0.7,8.7,23.0,,1.1,2.2,3.2,.108,,-0.1,-0.1,-0.1,0.7,2018,0
Markieff Morris,PF,28,WAS,73,1968,13.2,.566,.301,.186,4.3,19.2,11.8,11.0,1.4,1.7,14.6,19.5,,1.2,2.1,3.3,.080,,-1.3,0.1,-1.3,0.4,2018,0
Johnathan Motley,PF,22,DAL,11,176,17.2,.550,.080,.373,8.5,22.9,15.5,7.1,0.9,1.0,9.3,24.9,,0.1,0.2,0.3,.084,,-1.3,-2.0,-3.3,-0.1,2018,0
Timofey Mozgov,C,31,BRK,31,359,12.3,.617,.194,.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,,0.1,0.3,0.4,.055,,-3.3,-0.6,-3.9,-0.2,2018,0
Mike Muscala,C,26,ATL,53,1060,14.4,.597,.535,.199,5.9,18.3,12.1,7.3,1.4,2.2,11.0,15.7,,1.5,0.9,2.4,.109,,0.3,0.1,0.3,0.6,2018,0
Larry Nance Jr.,C,25,TOT,66,1421,20.2,.605,.029,.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,,3.5,2.3,5.8,.196,,0.9,1.5,2.4,1.6,2018,0
Larry Nance Jr.,C,25,LAL,42,922,19.4,.618,.016,.344,12.6,20.2,16.4,9.2,3.1,1.8,12.3,15.3,,2.1,1.5,3.7,.191,,0.6,1.8,2.4,1.0,2018,0
Larry Nance Jr.,C,25,CLE,24,499,21.5,.585,.050,.313,12.1,25.5,18.9,7.6,2.8,3.1,5.2,17.0,,1.4,0.7,2.1,.206,,1.5,0.7,2.2,0.5,2018,0
Georges Niang,PF,24,UTA,9,32,9.2,.379,.364,.182,10.8,21.1,16.0,14.0,3.1,0.0,20.2,20.9,,-0.1,0.1,0.0,-0.029,,-4.9,0.9,-4.0,0.0,2018,0
Joakim Noah,C,32,NYK,7,40,15.6,.510,.000,.400,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,,0.0,0.1,0.1,.072,,-2.5,1.7,-0.8,0.0,2018,0
Nerlens Noel,C,23,DAL,30,472,16.2,.558,.010,.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,,0.4,1.0,1.3,.135,,-2.2,2.7,0.5,0.3,2018,0
Lucas Nogueira,C,25,TOR,49,418,17.3,.661,.238,.350,4.9,18.1,11.7,7.2,2.7,8.2,14.8,11.4,,0.7,1.0,1.6,.188,,0.1,5.0,5.2,0.8,2018,0
Dirk Nowitzki,C,39,DAL,77,1900,16.7,.575,.445,.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,,2.6,2.2,4.8,.121,,1.7,0.6,2.3,2.1,2018,0
Jusuf Nurkić,C,23,POR,79,2088,19.2,.528,.007,.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,,0.8,3.9,4.7,.108,,-1.1,1.1,0.0,1.1,2018,0
Johnny O'Bryant,PF,24,CHO,36,379,11.9,.470,.251,.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,,-0.1,0.4,0.3,.038,,-2.9,-1.5,-4.4,-0.2,2018,0
Kyle O'Quinn,C,27,NYK,77,1387,20.0,.625,.044,.331,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17.0,,2.7,2.1,4.8,.166,,0.4,2.6,3.1,1.8,2018,0
Semi Ojeleye,PF,23,BOS,73,1150,4.6,.473,.665,.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,,-0.2,1.3,1.2,.048,,-4.6,-0.1,-4.7,-0.8,2018,0
Emeka Okafor,C,35,NOP,26,353,16.4,.545,.000,.232,14.9,21.7,18.4,3.1,1.1,5.6,11.0,14.4,,0.5,0.5,1.0,.140,,-1.1,-0.2,-1.2,0.1,2018,0
Jahlil Okafor,C,22,TOT,28,353,15.3,.584,.029,.210,6.3,19.4,12.8,5.9,0.4,3.9,12.2,21.0,,0.3,0.3,0.6,.083,,-1.8,0.0,-1.7,0.0,2018,0
Jahlil Okafor,C,22,PHI,2,25,8.8,.465,.000,.444,17.9,20.7,19.4,5.8,0.0,6.7,21.8,23.5,,0.0,0.0,0.0,.005,,-6.4,0.1,-6.3,0.0,2018,0
Jahlil Okafor,C,22,BRK,26,328,15.8,.593,.031,.194,5.5,19.3,12.3,5.9,0.4,3.6,11.4,20.9,,0.3,0.3,0.6,.089,,-1.4,0.0,-1.4,0.0,2018,0
Kelly Olynyk,PF,26,MIA,76,1779,17.8,.612,.440,.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,,2.8,2.7,5.5,.148,,1.1,1.2,2.3,1.9,2018,0
Chinanu Onuaku,C,21,HOU,1,22,-3.2,.400,.000,.000,5.2,15.2,10.2,6.4,0.0,0.0,37.5,16.1,,-0.1,0.0,-0.1,-0.147,,-13.0,-1.7,-14.7,-0.1,2018,0
Zaza Pachulia,C,33,GSW,69,972,17.0,.612,.004,.352,11.0,25.0,18.5,15.2,1.9,1.4,19.1,17.0,,1.8,1.4,3.3,.161,,-0.7,0.7,0.0,0.5,2018,0
Georgios Papagiannis,C,20,TOT,17,122,12.2,.429,.000,.000,11.6,23.4,17.2,11.2,1.6,4.7,16.0,18.4,,-0.1,0.1,0.0,.005,,-3.9,-0.3,-4.1,-0.1,2018,0
Georgios Papagiannis,C,20,SAC,16,118,10.7,.415,.000,.000,11.1,24.2,17.4,11.5,0.9,4.8,16.3,18.7,,-0.2,0.1,0.0,-0.018,,-4.7,-1.0,-5.6,-0.1,2018,0
Georgios Papagiannis,C,20,POR,1,4,58.1,1.000,.000,.000,27.5,0.0,13.6,0.0,24.9,0.0,0.0,11.0,,0.0,0.0,0.1,.675,,20.2,19.7,39.9,0.0,2018,0
Jabari Parker,PF,22,MIL,31,743,17.1,.550,.244,.163,6.6,17.1,11.9,13.1,1.7,1.2,11.2,24.4,,0.6,0.6,1.2,.080,,0.9,-1.7,-0.8,0.2,2018,0
Patrick Patterson,PF,28,OKC,82,1270,10.0,.555,.643,.173,2.7,14.6,8.4,6.1,1.9,1.6,10.3,10.8,,1.2,1.4,2.6,.098,,-1.2,1.0,-0.2,0.6,2018,0
Justin Patton,C,20,MIN,1,4,19.8,.500,.000,.000,0.0,0.0,0.0,0.0,12.5,0.0,0.0,22.1,,0.0,0.0,0.0,.151,,-2.2,5.4,3.2,0.0,2018,0
Adreian Payne,PF,26,ORL,5,43,18.8,.831,.300,.600,5.1,18.0,11.5,0.0,2.3,0.0,13.7,15.0,,0.1,0.0,0.2,.203,,1.8,0.6,2.4,0.0,2018,0
Kendrick Perkins,C,33,CLE,1,15,8.4,.521,.000,1.000,0.0,7.4,3.7,17.3,3.3,0.0,25.8,11.4,,0.0,0.0,0.0,.026,,-4.3,2.1,-2.2,0.0,2018,0
Alec Peters,PF,22,PHO,20,225,10.7,.523,.784,.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,,0.2,0.0,0.3,.055,,-0.5,-2.3,-2.8,0.0,2018,0
Marshall Plumlee,C,25,MIL,8,52,10.9,.697,.000,5.333,9.0,29.2,19.2,4.8,0.0,1.6,23.0,11.3,,0.1,0.0,0.2,.143,,-3.9,-0.6,-4.5,0.0,2018,0
Mason Plumlee,C,27,DEN,74,1439,16.9,.586,.003,.486,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,,1.8,1.8,3.6,.120,,-1.0,1.4,0.5,0.9,2018,0
Miles Plumlee,C,29,ATL,55,918,10.6,.574,.000,.333,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,,0.1,0.7,0.9,.046,,-3.7,-0.1,-3.8,-0.4,2018,0
Jakob Poeltl,C,22,TOR,82,1524,17.5,.662,.005,.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,,3.1,2.4,5.6,.175,,-0.7,1.1,0.4,0.9,2018,0
Bobby Portis,PF,22,CHI,73,1643,19.7,.548,.275,.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,,2.0,1.5,3.5,.101,,2.2,-1.3,0.8,1.2,2018,0
Kristaps Porziņģis,PF,22,NYK,48,1553,20.4,.539,.256,.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31.0,,1.4,1.8,3.2,.099,,1.9,-0.1,1.8,1.5,2018,0
Dwight Powell,C,26,DAL,79,1672,18.8,.656,.195,.430,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,,4.6,2.1,6.6,.191,,0.6,1.0,1.6,1.5,2018,0
Alex Poythress,PF,24,IND,25,104,7.8,.500,.423,.000,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,,0.1,0.1,0.1,.066,,-3.8,-1.3,-5.1,-0.1,2018,0
Zhou Qi,C,22,HOU,18,124,1.9,.295,.594,.375,5.5,14.4,10.0,2.1,0.8,9.6,21.2,16.8,,-0.5,0.2,-0.3,-0.104,,-10.3,0.2,-10.1,-0.3,2018,0
Ivan Rabb,PF,20,MEM,36,516,16.6,.599,.000,.237,11.6,24.1,17.7,10.4,1.2,2.4,17.3,17.7,,0.7,0.5,1.2,.109,,-0.9,-1.2,-2.0,0.0,2018,0
Julius Randle,C,23,LAL,82,2190,19.9,.606,.050,.470,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,,4.0,2.6,6.6,.145,,0.6,0.0,0.6,1.4,2018,0
Zach Randolph,PF,36,SAC,59,1508,17.3,.529,.193,.140,7.0,23.7,15.0,14.9,1.4,0.6,12.5,27.6,,0.3,1.2,1.5,.048,,0.5,-1.5,-1.0,0.4,2018,0
Willie Reed,C,27,TOT,42,428,19.2,.671,.017,.455,9.1,21.8,15.5,3.6,1.0,4.3,11.6,16.6,,1.0,0.5,1.5,.172,,0.5,0.3,0.8,0.3,2018,0
Willie Reed,C,27,LAC,39,419,19.4,.669,.017,.458,9.3,22.0,15.7,3.3,1.0,4.4,11.6,16.8,,1.0,0.5,1.5,.171,,0.6,0.2,0.8,0.3,2018,0
Willie Reed,C,27,DET,3,9,8.8,1.000,.000,.000,0.0,12.5,6.1,15.9,0.0,0.0,0.0,4.9,,0.0,0.0,0.0,.187,,-5.3,2.6,-2.7,0.0,2018,0
Domantas Sabonis,C,21,IND,74,1810,17.5,.567,.056,.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,,2.5,2.2,4.7,.126,,-0.6,-0.5,-1.1,0.4,2018,0
Dario Šarić,PF,23,PHI,78,2310,15.8,.582,.448,.233,7.5,16.4,12.1,13.0,1.1,0.7,13.1,20.9,,3.8,2.8,6.6,.137,,1.8,-0.5,1.3,1.9,2018,0
Mike Scott,PF,29,WAS,76,1406,13.6,.599,.311,.145,4.0,15.8,9.9,9.1,0.8,0.6,12.4,20.0,,1.4,1.0,2.5,.085,,-0.6,-1.1,-1.7,0.1,2018,0
Pascal Siakam,PF,23,TOR,81,1679,14.5,.549,.265,.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,,2.1,2.5,4.7,.133,,-0.3,1.6,1.3,1.4,2018,0
Jason Smith,C,31,WAS,33,285,8.8,.455,.278,.183,7.2,13.9,10.5,7.4,0.5,4.0,11.4,21.7,,-0.2,0.3,0.0,.003,,-5.4,-1.0,-6.4,-0.3,2018,0
Josh Smith,PF,32,NOP,3,12,3.5,.250,.000,.000,28.1,8.7,18.1,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.013,,-8.4,-6.2,-14.6,0.0,2018,0
Marreese Speights,C,30,ORL,52,675,13.7,.539,.668,.158,3.4,18.4,10.8,9.8,0.6,2.6,9.7,26.9,,0.1,0.5,0.6,.045,,0.2,-1.4,-1.1,0.1,2018,0
Caleb Swanigan,PF,20,POR,27,189,7.5,.449,.133,.300,8.7,22.3,15.6,10.8,1.3,1.3,20.9,20.0,,-0.3,0.3,0.0,-0.003,,-6.6,1.2,-5.5,-0.2,2018,0
Mirza Teletović,PF,32,MIL,10,159,13.5,.623,.789,.000,2.2,14.7,8.5,9.5,1.3,0.5,10.9,18.2,,0.2,0.1,0.3,.090,,2.1,-1.7,0.4,0.1,2018,0
Daniel Theis,C,25,BOS,63,936,16.1,.616,.249,.348,10.7,21.2,16.0,9.1,1.6,4.3,17.2,15.5,,1.6,1.9,3.5,.178,,-2.0,2.3,0.3,0.5,2018,0
Lance Thomas,PF,29,NYK,73,1353,6.3,.513,.464,.199,3.6,10.7,7.2,4.2,1.1,0.9,12.1,10.7,,0.3,0.6,0.9,.031,,-3.2,-0.5,-3.7,-0.6,2018,0
Tristan Thompson,C,26,CLE,53,1072,13.6,.569,.000,.336,13.4,23.3,18.4,4.3,0.7,1.3,11.8,12.6,,1.8,0.7,2.5,.113,,-1.0,-1.9,-2.9,-0.2,2018,0
Anthony Tolliver,PF,32,DET,79,1757,13.9,.663,.773,.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,,3.8,1.5,5.3,.146,,1.2,-0.3,0.9,1.3,2018,0
Karl-Anthony Towns,C,22,MIN,82,2918,24.9,.646,.243,.343,9.3,30.9,20.0,10.8,1.1,3.5,10.5,22.9,,10.6,3.4,14.0,.230,,4.9,0.2,5.1,5.2,2018,0
P.J. Tucker,PF,32,HOU,82,2281,8.3,.537,.703,.136,4.6,17.8,11.3,4.6,1.7,1.0,13.7,10.5,,1.0,3.0,3.9,.082,,-1.9,0.8,-1.1,0.5,2018,0
Myles Turner,C,21,IND,65,1836,16.6,.567,.246,.322,5.8,19.8,12.8,7.0,1.0,5.7,11.6,20.0,,2.2,2.5,4.7,.122,,-0.6,0.4,-0.2,0.8,2018,0
Ekpe Udoh,C,30,UTA,63,810,15.2,.560,.008,.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,,1.3,1.8,3.2,.187,,-1.3,4.4,3.1,1.1,2018,0
Jonas Valančiūnas,C,25,TOR,77,1727,22.5,.628,.108,.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,,4.6,3.0,7.6,.210,,2.4,0.0,2.4,1.9,2018,0
Noah Vonleh,PF,22,TOT,54,875,12.8,.509,.282,.248,8.5,30.2,19.2,5.7,1.1,1.6,10.7,14.5,,0.5,1.2,1.6,.090,,-1.1,-0.2,-1.3,0.2,2018,0
Noah Vonleh,PF,22,POR,33,476,12.0,.543,.063,.323,8.1,30.0,19.1,3.8,0.6,1.9,12.0,11.5,,0.4,0.7,1.2,.117,,-1.5,0.6,-0.9,0.1,2018,0
Noah Vonleh,PF,22,CHI,21,399,13.9,.484,.435,.196,9.1,30.4,19.3,8.0,1.6,1.3,9.6,18.1,,0.0,0.4,0.5,.059,,-0.6,-1.2,-1.7,0.0,2018,0
Nikola Vučević,C,27,ORL,57,1683,19.7,.533,.243,.112,6.6,27.8,17.1,19.9,1.6,3.0,11.0,25.9,,1.3,2.3,3.6,.102,,1.7,1.0,2.7,2.0,2018,0
Jameel Warney,PF,24,DAL,3,27,22.5,.599,.000,.417,15.9,21.3,18.5,0.0,0.0,0.0,6.6,25.6,,0.1,0.0,0.1,.157,,2.5,-2.7,-0.2,0.0,2018,0
David West,C,37,GSW,73,999,20.9,.600,.021,.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,,1.8,1.7,3.5,.168,,0.7,2.5,3.1,1.3,2018,0
Okaro White,PF,25,MIA,6,80,8.9,.577,.688,.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,,0.1,0.1,0.2,.096,,-1.0,0.3,-0.7,0.0,2018,0
Hassan Whiteside,C,28,MIA,54,1364,24.1,.573,.003,.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,,2.3,3.0,5.3,.187,,1.5,1.1,2.6,1.6,2018,0
Jacob Wiley,PF,23,BRK,5,33,8.2,.410,.500,.500,6.4,29.2,17.7,8.0,1.5,0.0,0.0,6.4,,0.0,0.0,0.1,.094,,-3.6,1.4,-2.3,0.0,2018,0
Alan Williams,PF,25,PHO,5,70,9.3,.455,.000,.500,4.5,29.5,16.8,16.3,3.4,1.2,24.2,17.5,,-0.1,0.1,0.0,-0.004,,-7.3,2.3,-5.0,-0.1,2018,0
Derrick Williams,PF,26,LAL,2,9,-3.2,.250,.500,.000,0.0,11.7,5.9,0.0,0.0,0.0,0.0,18.9,,0.0,0.0,0.0,-0.191,,-9.8,-7.0,-16.8,0.0,2018,0
Marvin Williams,PF,31,CHO,78,2006,13.9,.603,.542,.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,,3.1,1.9,5.0,.119,,0.6,0.3,1.0,1.5,2018,0
D.J. Wilson,PF,21,MIL,22,71,10.3,.622,.313,.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,,0.0,0.1,0.1,.054,,-2.0,0.0,-2.0,0.0,2018,0
Justise Winslow,PF,21,MIA,68,1680,11.5,.496,.264,.213,4.3,20.5,12.4,13.0,1.6,1.7,12.6,16.3,,0.2,2.4,2.6,.075,,-2.2,1.1,-1.1,0.4,2018,0
Jeff Withey,C,27,DAL,9,39,8.3,.444,.625,.125,2.8,26.6,14.2,0.0,0.0,6.8,10.6,22.0,,-0.1,0.1,0.0,-0.054,,-4.4,-0.6,-5.0,0.0,2018,0
Brandan Wright,PF,30,TOT,28,381,19.0,.596,.000,.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,,0.8,0.5,1.3,.163,,1.1,1.0,2.1,0.4,2018,0
Brandan Wright,PF,30,MEM,27,366,19.3,.595,.000,.333,9.9,19.7,14.7,5.8,1.8,6.4,6.6,14.9,,0.8,0.5,1.2,.163,,1.2,1.0,2.3,0.4,2018,0
Brandan Wright,PF,30,HOU,1,15,11.3,.667,.000,.000,7.6,7.5,7.5,0.0,0.0,5.7,0.0,8.8,,0.0,0.0,0.0,.157,,-1.5,0.3,-1.2,0.0,2018,0
Guerschon Yabusele,PF,22,BOS,33,235,12.3,.559,.607,.361,8.0,16.1,12.1,10.0,0.9,1.8,14.5,15.7,,0.3,0.3,0.6,.122,,-1.4,0.2,-1.2,0.0,2018,0
Thaddeus Young,PF,29,IND,81,2607,14.8,.528,.209,.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,,2.3,3.2,5.5,.101,,-0.2,0.4,0.2,1.4,2018,0
Cody Zeller,C,25,CHO,33,627,15.9,.602,.019,.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,,1.2,0.7,1.9,.145,,-1.2,0.0,-1.2,0.1,2018,0
Tyler Zeller,C,28,TOT,66,1109,16.0,.598,.084,.237,11.0,19.4,15.2,6.7,0.7,2.5,11.3,16.4,,2.0,0.9,2.9,.126,,-0.5,-0.9,-1.4,0.2,2018,0
Tyler Zeller,C,28,BRK,42,703,15.3,.587,.114,.262,9.4,20.0,14.7,6.5,0.6,2.2,12.1,17.9,,1.0,0.6,1.5,.105,,-0.7,-0.4,-1.0,0.2,2018,0
Tyler Zeller,C,28,MIL,24,406,17.1,.622,.019,.181,13.6,18.4,16.0,7.0,0.9,2.9,9.6,13.9,,1.1,0.3,1.4,.163,,-0.3,-1.8,-2.1,0.0,2018,0
Ante Žižić,C,21,CLE,32,214,24.2,.746,.000,.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,,0.9,0.2,1.0,.231,,1.9,-0.9,1.0,0.2,2018,0
Ivica Zubac,C,20,LAL,43,410,15.3,.557,.008,.418,11.8,20.1,16.0,8.8,0.9,3.0,15.3,17.6,,0.5,0.5,1.0,.118,,-1.8,-0.3,-2.0,0.0,2018,0
Quincy Acy,PF,28,PHO,10,123,2.9,.379,.833,.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,,-0.1,0.0,-0.1,-0.022,,-7.6,-0.5,-8.1,-0.2,2019,0
Steven Adams,C,25,OKC,80,2669,18.5,.591,.002,.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,,5.1,4.0,9.1,.163,,0.7,0.4,1.1,2.1,2019,0
Bam Adebayo,C,21,MIA,82,1913,17.9,.623,.031,.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,,3.4,3.4,6.8,.171,,-0.4,2.2,1.8,1.8,2019,0
LaMarcus Aldridge,C,33,SAS,81,2687,22.9,.576,.032,.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,,6.4,2.9,9.3,.167,,2.4,-0.6,1.8,2.6,2019,0
Jarrett Allen,C,20,BRK,80,2096,18.5,.632,.079,.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,,4.4,3.3,7.6,.175,,0.2,1.4,1.6,1.9,2019,0
Al-Farouq Aminu,PF,28,POR,81,2292,13.2,.568,.472,.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,,3.0,2.8,5.8,.121,,0.1,0.6,0.7,1.5,2019,0
Ryan Anderson,PF,30,TOT,25,322,4.6,.414,.580,.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12.0,,-0.3,0.0,-0.2,-0.035,,-4.5,-1.9,-6.4,-0.4,2019,0
Ryan Anderson,PF,30,PHO,15,278,4.6,.423,.567,.233,5.5,12.5,9.0,8.1,0.5,0.3,15.4,12.1,,-0.2,0.0,-0.2,-0.039,,-4.5,-1.9,-6.3,-0.3,2019,0
Ryan Anderson,PF,30,MIA,10,44,4.5,.354,.667,.222,9.7,12.1,10.9,5.8,1.1,0.0,16.8,11.6,,0.0,0.0,0.0,-0.009,,-4.6,-1.9,-6.5,0.0,2019,0
Ike Anigbogu,C,20,IND,3,6,-6.0,.000,.000,.000,18.9,36.2,27.7,19.4,0.0,14.8,25.0,29.1,,-0.1,0.0,-0.1,-0.480,,-14.0,-2.3,-16.2,0.0,2019,0
Giannis Antetokounmpo,PF,24,MIL,72,2358,30.9,.644,.163,.550,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,,8.9,5.5,14.4,.292,,6.3,4.1,10.4,7.4,2019,0
Kostas Antetokounmpo,PF,21,DAL,2,11,-0.9,.210,.000,1.333,0.0,9.7,4.9,0.0,8.8,0.0,17.4,22.5,,-0.1,0.0,-0.1,-0.247,,-12.6,-0.1,-12.7,0.0,2019,0
Carmelo Anthony,PF,34,HOU,10,294,10.9,.513,.529,.182,3.3,17.3,10.2,2.6,0.7,2.0,5.8,20.5,,0.1,0.2,0.3,.048,,-1.3,-1.4,-2.7,-0.1,2019,0
Deandre Ayton,C,20,PHO,71,2183,20.5,.608,.005,.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,,4.1,1.7,5.8,.128,,1.3,-1.1,0.2,1.2,2019,0
Marvin Bagley III,PF,19,SAC,62,1567,18.9,.562,.136,.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,,2.0,1.6,3.6,.110,,0.5,-1.5,-1.0,0.4,2019,0
Mo Bamba,C,20,ORL,47,766,14.9,.539,.288,.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,,0.3,1.4,1.7,.106,,-2.8,1.4,-1.4,0.1,2019,0
Harrison Barnes,PF,26,DAL,49,1584,13.1,.538,.434,.276,2.4,11.5,7.0,6.3,1.0,0.6,7.8,23.7,,0.8,1.1,1.9,.059,,0.0,-1.2,-1.2,0.3,2019,0
Aron Baynes,C,32,BOS,51,821,14.0,.567,.274,.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,,1.3,1.1,2.4,.139,,-1.8,0.3,-1.5,0.1,2019,0
Michael Beasley,PF,30,LAL,26,277,15.9,.532,.111,.255,4.9,17.2,11.2,14.8,1.5,3.0,13.7,29.5,,-0.1,0.4,0.2,.039,,-1.9,0.5,-1.5,0.0,2019,0
Jordan Bell,C,24,GSW,68,788,12.9,.531,.010,.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,,0.5,1.1,1.6,.096,,-2.2,1.3,-0.9,0.2,2019,0
Dragan Bender,PF,21,PHO,46,826,9.5,.521,.513,.274,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,,0.0,0.4,0.5,.027,,-3.4,-0.8,-4.1,-0.5,2019,0
Dāvis Bertāns,PF,26,SAS,76,1632,13.0,.632,.746,.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,,2.6,1.5,4.0,.118,,1.1,0.2,1.3,1.4,2019,0
Khem Birch,C,26,ORL,50,643,19.2,.640,.007,.550,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,,1.8,1.0,2.8,.212,,0.1,1.0,1.2,0.5,2019,0
Bismack Biyombo,C,26,CHO,54,783,14.4,.602,.000,.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,,1.2,0.8,2.0,.125,,-2.4,0.0,-2.5,-0.1,2019,0
Nemanja Bjelica,PF,30,SAC,77,1788,15.4,.585,.433,.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,,2.7,1.9,4.5,.122,,0.4,0.5,0.9,1.3,2019,0
Andrew Bogut,C,34,GSW,11,134,13.4,.523,.000,.083,10.0,32.8,21.9,10.6,1.1,5.0,17.7,14.5,,0.1,0.2,0.3,.111,,-3.7,0.8,-2.9,0.0,2019,0
Jonah Bolden,PF,23,PHI,44,639,12.7,.595,.593,.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,,0.5,0.9,1.4,.106,,-1.8,1.1,-0.7,0.2,2019,0
Chris Boucher,PF,26,TOR,28,163,22.2,.563,.487,.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,,0.2,0.4,0.7,.194,,-0.2,2.8,2.6,0.2,2019,0
Tony Bradley,C,21,UTA,3,36,19.6,.504,.000,.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,,0.0,0.1,0.1,.130,,-3.6,-2.4,-6.0,0.0,2019,0
Thomas Bryant,C,21,WAS,72,1496,21.0,.674,.197,.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,,4.3,1.3,5.6,.178,,2.3,-0.3,2.0,1.5,2019,0
Clint Capela,C,24,HOU,67,2249,23.8,.658,.000,.357,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,,7.8,3.0,10.8,.230,,3.3,-0.3,3.0,2.8,2019,0
DeMarre Carroll,PF,32,BRK,67,1703,12.1,.546,.539,.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,,1.5,1.6,3.1,.088,,-0.9,-0.6,-1.5,0.2,2019,0
Vince Carter,PF,42,ATL,76,1330,11.8,.565,.675,.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,,1.2,0.7,1.9,.070,,-0.4,-0.3,-0.7,0.5,2019,0
Wendell Carter Jr.,C,19,CHI,44,1110,15.2,.541,.086,.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,,0.7,1.2,1.9,.080,,-2.2,0.6,-1.6,0.1,2019,0
Willie Cauley-Stein,C,25,SAC,81,2213,18.0,.566,.003,.343,8.2,23.7,15.8,12.3,2.0,2.0,9.0,17.5,,3.8,2.9,6.7,.146,,0.2,1.1,1.2,1.8,2019,0
Tyler Cavanaugh,PF,24,UTA,11,39,5.0,.414,.500,.200,8.5,13.6,11.1,3.4,0.0,0.0,8.4,13.0,,0.0,0.0,0.0,.026,,-5.3,-3.1,-8.4,-0.1,2019,0
Tyson Chandler,C,36,TOT,55,875,11.2,.630,.010,.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,,0.9,1.2,2.1,.114,,-2.9,0.8,-2.1,0.0,2019,0
