Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season,all_nba_1st_team
Dennis Rodman*,PF,37,LAL,23,657,8.0,.388,.043,.848,11.2,34.1,22.9,6.2,0.8,1.3,32.9,6.5,,-0.1,0.9,0.8,.056,,-2.0,0.0,-2.0,0.0,1999,0
Carlos Rogers,PF,27,POR,2,8,23.3,.665,.000,2.000,0.0,13.9,7.2,26.7,0.0,0.0,0.0,21.5,,0.0,0.0,0.0,.259,,3.1,2.4,5.5,0.0,1999,0
Sean Rooks,C,29,LAL,36,315,9.1,.489,.025,.608,12.5,14.1,13.3,4.3,0.3,2.1,17.3,17.3,,0.2,0.2,0.3,.052,,-4.6,-2.1,-6.7,-0.4,1999,0
Malik Rose,PF,24,SAS,47,608,19.7,.535,.005,.726,17.7,16.0,16.8,8.4,3.6,2.5,17.4,24.6,,1.0,1.6,2.6,.204,,-1.1,1.8,0.6,0.4,1999,0
Arvydas Sabonis*,C,34,POR,50,1349,20.4,.546,.050,.366,7.8,25.2,16.8,16.2,1.4,3.5,13.3,21.7,,3.0,2.9,5.8,.207,,1.8,2.4,4.2,2.1,1999,0
Danny Schayes,C,39,ORL,19,143,1.9,.431,.000,.276,2.4,9.1,5.7,4.5,0.4,1.1,19.7,12.9,,-0.2,0.1,0.0,-0.008,,-7.2,-0.4,-7.6,-0.2,1999,0
Dwayne Schintzius,C,30,BOS,16,67,0.7,.310,.000,.250,11.4,20.7,15.9,17.4,0.0,3.3,36.0,18.5,,-0.3,0.1,-0.2,-0.138,,-11.1,0.0,-11.1,-0.2,1999,0
Rony Seikaly,C,33,NJN,9,88,0.5,.269,.000,.900,6.0,21.3,13.2,3.5,2.4,5.0,26.4,19.0,,-0.5,0.1,-0.3,-0.177,,-11.2,-0.2,-11.3,-0.2,1999,0
Charles Shackleford,C,32,CHH,32,367,12.1,.521,.000,.322,13.8,27.1,20.7,6.2,0.7,2.6,20.8,16.8,,0.1,0.5,0.7,.086,,-3.0,-0.2,-3.2,-0.1,1999,0
Casey Shaw,C,23,PHI,9,14,-14.9,.125,.000,.000,24.4,0.0,12.5,0.0,0.0,0.0,20.0,32.4,,-0.1,0.0,-0.1,-0.498,,-18.5,-11.3,-29.8,-0.1,1999,0
Dickey Simpkins,C,26,CHI,50,1448,13.4,.530,.003,.747,8.6,19.6,13.8,8.4,1.4,0.7,14.3,16.3,,1.5,1.3,2.9,.095,,-1.6,-0.8,-2.5,-0.2,1999,0
Brian Skinner,PF,22,LAC,21,258,13.2,.503,.000,.465,8.7,16.0,12.1,0.7,2.1,3.8,18.2,18.4,,0.0,0.1,0.1,.012,,-1.7,-1.0,-2.7,0.0,1999,0
Reggie Slater,PF,28,TOR,30,263,11.3,.486,.000,1.049,15.7,15.1,15.4,3.3,0.6,0.9,17.4,24.7,,0.1,0.1,0.2,.040,,-3.9,-3.5,-7.3,-0.4,1999,0
Joe Smith,C,23,MIN,43,1418,16.6,.486,.006,.360,11.3,17.1,14.0,7.9,1.2,3.5,9.8,20.8,,2.0,1.7,3.7,.126,,0.0,-0.5,-0.4,0.6,1999,0
Michael Smith,PF,26,VAN,48,1098,14.3,.574,.007,.889,14.2,23.5,18.8,7.2,2.3,1.2,23.0,10.9,,1.3,0.9,2.3,.099,,-0.6,-0.4,-1.0,0.3,1999,0
Rik Smits,C,32,IND,49,1271,20.2,.527,.003,.209,6.9,18.5,12.8,8.7,0.8,3.0,9.8,28.9,,2.3,1.2,3.4,.130,,1.3,-0.7,0.6,0.9,1999,0
Felton Spencer,C,31,GSW,26,159,9.8,.473,.000,.788,11.8,19.3,15.5,0.0,1.7,4.7,16.8,14.9,,0.0,0.3,0.3,.078,,-6.0,1.3,-4.7,-0.1,1999,0
Ryan Stack,PF,23,CLE,18,199,9.7,.513,.000,.541,12.3,9.5,10.9,4.3,0.6,4.5,16.4,13.4,,0.2,0.1,0.4,.086,,-3.9,-1.1,-5.0,-0.2,1999,0
Vladimir Stepania,C,22,SEA,23,313,11.3,.445,.024,.320,9.8,17.9,13.8,6.9,1.7,5.5,18.3,25.3,,-0.5,0.3,-0.1,-0.022,,-6.0,-0.2,-6.2,-0.3,1999,0
Michael Stewart,C,23,TOR,42,394,8.8,.477,.000,.472,12.5,16.7,14.6,2.0,0.5,5.4,15.8,8.7,,0.3,0.4,0.7,.079,,-4.5,-0.4,-4.9,-0.3,1999,0
Mark Strickland,PF,28,MIA,32,357,14.7,.529,.010,.257,9.5,16.4,13.2,4.7,1.1,1.7,10.4,17.4,,0.5,0.5,1.0,.136,,-0.4,-0.3,-0.7,0.1,1999,0
Derek Strong,PF,30,ORL,44,695,12.1,.499,.011,.550,10.8,16.1,13.4,4.1,1.2,0.8,14.2,17.0,,0.6,1.0,1.6,.109,,-2.0,-0.5,-2.5,-0.1,1999,0
Bruno Šundov,C,18,DAL,3,11,-8.8,.286,.000,.000,0.0,0.0,0.0,16.8,0.0,0.0,12.5,33.4,,-0.1,0.0,-0.1,-0.328,,-14.9,-4.5,-19.4,0.0,1999,0
Maurice Taylor,PF,22,LAC,46,1505,15.2,.505,.009,.305,7.4,11.8,9.5,8.9,0.6,1.4,13.5,26.7,,1.2,-0.5,0.7,.024,,-0.7,-3.5,-4.2,-0.9,1999,0
John Thomas,C,23,TOR,39,593,13.7,.586,.008,.390,12.6,13.6,13.1,4.5,1.6,1.2,12.7,12.6,,1.2,0.4,1.5,.125,,-0.6,-1.3,-1.9,0.0,1999,0
Kurt Thomas,PF,26,NYK,50,1182,13.1,.489,.003,.293,8.5,19.6,14.3,8.9,2.1,1.1,14.9,19.8,,0.2,2.3,2.5,.100,,-2.1,1.2,-0.8,0.4,1999,0
Otis Thorpe,PF,36,WAS,49,1539,15.0,.569,.005,.241,7.1,18.5,12.7,11.4,1.5,0.9,15.3,17.2,,2.3,1.4,3.7,.116,,-0.5,0.2,-0.3,0.6,1999,0
Robert Traylor,C,21,MIL,49,786,17.0,.548,.005,.398,12.5,15.4,14.0,8.2,3.1,4.6,15.1,16.9,,1.3,1.2,2.5,.152,,-0.8,1.7,0.9,0.6,1999,0
Gary Trent,PF,24,DAL,45,1362,20.8,.510,.008,.390,10.4,18.6,14.5,11.0,1.1,1.2,8.6,26.0,,3.0,1.0,4.0,.140,,2.6,-1.4,1.2,1.1,1999,0
Keith Van Horn,PF,23,NJN,42,1576,19.6,.519,.070,.396,7.6,18.1,12.6,8.3,1.4,2.4,13.1,28.5,,2.3,1.4,3.7,.113,,2.0,-0.8,1.2,1.3,1999,0
David Vaughn,PF,25,NJN,10,103,13.5,.599,.000,.417,13.2,23.8,18.3,1.7,1.0,5.6,27.9,16.9,,0.0,0.1,0.2,.080,,-5.1,-0.8,-5.9,-0.1,1999,0
Loy Vaught,PF,30,DET,37,481,10.2,.394,.006,.090,9.1,28.1,18.6,4.0,1.7,1.0,9.5,17.6,,-0.3,0.8,0.5,.050,,-3.3,-1.0,-4.3,-0.3,1999,0
Stojko Vranković,C,35,LAC,2,12,10.7,.250,.000,.000,37.2,20.9,29.5,0.0,0.0,0.0,0.0,15.1,,0.0,0.0,0.0,.011,,0.4,-9.7,-9.3,0.0,1999,0
Antoine Walker,PF,22,BOS,42,1549,17.0,.476,.239,.275,7.5,18.9,13.0,15.2,2.1,1.3,12.6,27.2,,0.6,1.9,2.6,.079,,1.6,-0.6,1.0,1.2,1999,0
Samaki Walker,PF,22,DAL,39,568,12.6,.491,.005,.516,9.0,19.3,14.1,1.9,0.9,2.0,13.7,21.8,,0.1,0.5,0.6,.047,,-2.9,-1.7,-4.7,-0.4,1999,0
Ben Wallace,C,24,WAS,46,1231,16.2,.539,.000,.663,12.7,23.9,18.2,2.3,2.2,5.5,12.3,11.0,,1.5,2.1,3.6,.142,,0.3,1.5,1.7,1.2,1999,0
Rasheed Wallace,PF,24,POR,49,1414,16.7,.566,.065,.376,4.8,14.5,9.8,7.8,1.8,2.9,12.6,20.5,,2.6,2.4,5.0,.169,,0.2,1.8,2.0,1.4,1999,0
Chris Webber,PF,25,SAC,42,1719,19.5,.491,.044,.224,9.2,24.2,16.7,17.8,1.7,3.3,14.8,24.9,,1.0,2.7,3.6,.102,,0.8,1.1,1.9,1.7,1999,0
Bill Wennington,C,35,CHI,38,451,7.0,.381,.006,.124,5.0,16.2,10.4,8.0,1.6,2.0,8.3,21.4,,-0.7,0.5,-0.3,-0.030,,-6.3,-0.6,-6.9,-0.6,1999,0
Mark West,C,38,ATL,49,499,6.5,.381,.000,.763,11.6,17.7,14.7,4.4,0.5,3.3,17.7,9.0,,-0.1,0.8,0.7,.067,,-4.7,1.0,-3.7,-0.2,1999,0
Jahidi White,PF,22,WAS,20,191,9.4,.517,.000,1.094,13.7,21.9,17.7,0.8,0.8,4.3,25.2,15.3,,-0.1,0.2,0.2,.039,,-5.3,-0.8,-6.1,-0.2,1999,0
Aaron Williams,PF,27,SEA,40,458,15.2,.508,.008,.602,13.4,18.9,16.1,7.8,1.6,3.9,16.2,18.4,,0.6,0.4,1.1,.110,,-1.8,0.2,-1.6,0.0,1999,0
Herb Williams,C,40,NYK,6,34,12.2,.563,.000,.250,10.8,10.0,10.4,0.0,0.0,4.6,18.4,15.4,,0.0,0.0,0.1,.094,,-0.6,-1.0,-1.5,0.0,1999,0
Hot Rod Williams,C,36,DAL,25,403,7.4,.388,.000,.303,10.0,13.2,11.6,5.3,1.7,3.2,25.8,5.7,,0.0,0.3,0.4,.045,,-3.1,1.5,-1.6,0.0,1999,0
Jayson Williams,C,30,NJN,30,1020,14.5,.474,.009,.390,15.1,24.4,19.5,5.3,1.2,4.3,15.3,13.0,,0.9,1.3,2.2,.102,,-1.1,0.1,-1.0,0.3,1999,0
Jerome Williams,PF,25,DET,50,1154,18.2,.558,.000,.641,16.6,20.4,18.5,3.4,3.0,0.5,11.4,14.8,,2.9,1.9,4.8,.201,,1.9,-0.1,1.7,1.1,1999,0
Scott Williams,C,30,TOT,7,46,7.3,.349,.000,.412,7.8,28.4,18.3,3.2,3.6,3.5,16.6,24.8,,-0.2,0.1,-0.1,-0.054,,-9.3,0.1,-9.2,-0.1,1999,0
Scott Williams,C,30,PHI,2,17,-1.3,.000,.000,.000,6.7,7.0,6.8,8.6,6.4,4.7,50.0,10.7,,-0.1,0.0,0.0,-0.124,,-12.1,5.4,-6.7,0.0,1999,0
Scott Williams,C,30,MIL,5,29,12.2,.387,.000,.467,8.4,41.0,25.0,0.0,1.9,2.8,10.0,33.1,,-0.1,0.1,0.0,-0.013,,-7.7,-3.0,-10.8,-0.1,1999,0
Kevin Willis,C,36,TOR,42,1216,15.6,.489,.004,.347,10.3,23.2,16.7,10.3,1.2,1.8,14.3,22.4,,1.1,1.2,2.4,.093,,-0.9,-1.5,-2.4,-0.1,1999,0
Trevor Winter,C,25,MIN,1,5,-4.3,,,,20.8,48.5,33.6,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.202,,-24.4,-0.6,-25.0,0.0,1999,0
Joe Wolf,PF,34,CHH,3,12,-14.5,.000,.000,2.000,0.0,9.4,4.9,0.0,0.0,0.0,0.0,7.4,,0.0,0.0,0.0,-0.179,,-22.1,-1.7,-23.8,-0.1,1999,0
Lorenzen Wright,C,23,LAC,48,1135,14.7,.512,.004,.450,14.0,24.2,18.8,4.8,1.2,2.4,13.4,14.4,,1.7,0.5,2.2,.093,,-0.9,-1.7,-2.6,-0.2,1999,0
John Amaechi,C,29,ORL,80,1684,13.2,.505,.009,.416,4.0,13.2,8.6,9.1,1.0,1.5,14.4,24.1,,0.6,1.8,2.4,.067,,-1.8,-0.8,-2.5,-0.2,2000,0
Chris Anstey,C,25,CHI,73,1007,15.1,.512,.016,.404,10.3,22.5,16.3,13.2,1.5,1.8,15.7,23.1,,0.6,1.3,1.9,.090,,-2.1,-0.1,-2.3,-0.1,2000,0
Isaac Austin,C,30,WAS,59,1173,10.2,.481,.011,.389,6.2,21.7,13.8,10.0,0.8,2.3,20.6,19.6,,-0.9,0.9,0.0,.001,,-3.1,-0.1,-3.2,-0.4,2000,0
Anthony Avent,PF,30,LAC,49,377,5.5,.368,.000,.333,6.6,15.6,10.9,4.5,2.2,2.7,17.9,15.8,,-0.7,0.2,-0.5,-0.065,,-6.9,-0.5,-7.4,-0.5,2000,0
Vin Baker,C,28,SEA,79,2849,14.0,.500,.007,.365,8.6,14.7,11.6,8.6,0.8,1.6,14.0,23.6,,1.2,2.2,3.5,.059,,-1.6,-1.5,-3.0,-0.7,2000,0
Charles Barkley*,PF,36,HOU,20,620,19.8,.534,.117,.495,13.1,24.4,18.9,17.3,1.2,0.4,14.0,22.3,,1.3,0.6,1.9,.148,,2.5,-0.5,2.0,0.6,2000,0
Tony Battie,C,23,BOS,82,1505,15.1,.515,.017,.329,10.9,20.6,15.5,6.7,1.6,3.5,11.3,17.1,,2.0,1.7,3.8,.120,,-1.3,-0.1,-1.4,0.2,2000,0
Benoit Benjamin,C,35,CLE,3,8,5.5,.333,.000,.000,0.0,14.1,7.0,0.0,0.0,9.0,0.0,16.3,,0.0,0.0,0.0,-0.036,,-6.0,-0.3,-6.3,0.0,2000,0
Mario Bennett,PF,26,LAC,1,3,-25.5,.000,.000,.000,36.0,38.5,37.2,0.0,0.0,0.0,0.0,44.4,,-0.1,0.0,-0.1,-0.859,,-25.2,-19.1,-44.2,0.0,2000,0
Corie Blount,PF,31,PHO,38,446,9.0,.517,.022,.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13.0,,0.1,0.7,0.8,.090,,-4.4,0.2,-4.2,-0.2,2000,0
Etdrick Bohannon,PF,26,TOT,13,118,10.5,.615,.000,1.846,12.0,17.6,14.7,6.3,0.9,3.5,29.8,12.7,,0.1,0.1,0.1,.059,,-4.7,-0.9,-5.6,-0.1,2000,0
Etdrick Bohannon,PF,26,NYK,2,5,7.8,.852,,,24.5,0.0,11.9,0.0,0.0,0.0,53.2,35.6,,0.0,0.0,0.0,-0.049,,-9.8,-5.5,-15.3,0.0,2000,0
Etdrick Bohannon,PF,26,LAC,11,113,10.6,.596,.000,1.538,11.5,18.4,14.8,6.6,0.9,3.6,26.8,11.7,,0.1,0.1,0.2,.064,,-4.5,-0.7,-5.2,-0.1,2000,0
Calvin Booth,C,23,WAS,11,143,11.9,.403,.000,.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18.0,,0.0,0.2,0.1,.043,,-3.9,0.1,-3.8,-0.1,2000,0
Shawn Bradley,C,27,DAL,77,1901,17.0,.521,.009,.268,9.1,18.9,14.0,4.7,1.9,6.8,10.7,16.1,,2.3,2.7,5.1,.128,,-1.0,1.9,0.8,1.4,2000,0
A.J. Bramlett,C,23,CLE,8,61,-0.4,.190,.000,.000,21.7,18.5,20.1,0.0,0.8,0.0,12.5,17.1,,-0.2,0.1,-0.2,-0.129,,-9.2,-6.7,-15.9,-0.2,2000,0
Elton Brand,PF,20,CHI,81,2999,20.6,.528,.002,.410,13.3,18.4,15.8,11.8,1.2,3.3,12.9,27.0,,4.2,3.3,7.5,.121,,2.2,-0.9,1.3,2.5,2000,0
Chucky Brown,PF,31,TOT,63,1096,9.5,.476,.030,.159,3.7,13.2,8.6,9.9,0.9,1.1,11.4,16.5,,0.0,1.3,1.3,.059,,-3.1,0.1,-3.0,-0.3,2000,0
Chucky Brown,PF,31,SAS,30,602,10.0,.501,.017,.176,2.2,11.9,7.3,11.2,0.7,1.1,12.9,16.7,,0.1,0.8,0.9,.073,,-2.5,0.3,-2.2,0.0,2000,0
Chucky Brown,PF,31,CHH,33,494,8.9,.447,.046,.138,5.6,14.7,10.2,8.3,1.2,1.1,9.5,16.2,,-0.1,0.6,0.4,.041,,-3.9,-0.2,-4.1,-0.3,2000,0
P.J. Brown,PF,30,MIA,80,2302,15.3,.516,.001,.237,11.4,18.4,15.1,10.3,1.5,1.9,11.9,17.1,,3.3,3.6,6.9,.143,,-0.3,0.6,0.3,1.4,2000,0
Mark Bryant,PF,34,CLE,75,1712,8.9,.547,.000,.272,8.1,14.9,11.5,5.5,0.9,1.3,18.3,12.0,,1.0,1.4,2.4,.067,,-3.4,-0.2,-3.5,-0.7,2000,0
Matt Bullard,PF,32,HOU,56,1024,11.9,.541,.521,.088,1.5,13.4,7.6,9.9,0.9,0.8,9.2,16.7,,1.3,0.6,1.8,.087,,0.3,-0.6,-0.3,0.4,2000,0
Jason Caffey,PF,26,GSW,71,2159,12.4,.515,.003,.511,8.7,15.2,11.7,9.1,1.4,0.7,17.1,19.4,,0.7,0.9,1.6,.035,,-2.3,-1.7,-4.0,-1.1,2000,0
Michael Cage,C,38,NJN,20,242,12.6,.533,.000,.125,14.6,22.8,18.6,5.3,1.7,2.3,13.6,5.4,,0.4,0.3,0.7,.140,,-0.6,0.1,-0.4,0.1,2000,0
Marcus Camby,C,25,NYK,59,1548,19.0,.529,.004,.469,13.7,21.3,17.7,5.4,1.5,5.7,11.2,19.6,,2.6,3.2,5.9,.182,,0.5,1.9,2.3,1.7,2000,0
Elden Campbell,C,31,CHH,78,2538,14.6,.500,.007,.432,7.6,18.3,13.1,8.5,1.1,4.1,11.4,19.7,,1.7,3.9,5.5,.105,,-1.5,0.6,-0.9,0.7,2000,0
Kelvin Cato,C,25,HOU,65,1581,15.9,.574,.010,.517,7.4,19.9,13.8,2.7,1.1,5.1,12.6,15.7,,2.3,2.0,4.2,.128,,-1.1,1.0,-0.1,0.7,2000,0
Duane Causwell,C,31,MIA,25,185,14.1,.614,.000,1.027,7.2,21.5,14.7,1.7,0.6,6.3,15.7,16.1,,0.3,0.4,0.7,.171,,-3.7,2.0,-1.7,0.0,2000,0
Pete Chilcutt,PF,31,TOT,56,601,8.9,.460,.205,.063,8.7,16.5,12.5,6.9,1.3,1.2,13.3,11.3,,0.2,0.4,0.6,.046,,-2.7,-0.8,-3.5,-0.2,2000,0
Pete Chilcutt,PF,31,UTA,26,224,5.7,.374,.161,.032,8.3,14.9,11.7,6.9,1.2,1.4,12.5,14.8,,-0.2,0.2,0.0,.005,,-4.5,-0.4,-4.9,-0.2,2000,0
Pete Chilcutt,PF,31,CLE,6,30,4.4,.000,.000,.000,14.7,18.8,16.8,4.4,0.0,0.0,0.0,2.9,,0.0,0.0,0.0,.037,,-3.5,-1.4,-4.9,0.0,2000,0
Pete Chilcutt,PF,31,LAC,24,347,11.3,.556,.254,.095,8.4,17.3,12.7,7.2,1.5,1.2,14.4,9.8,,0.4,0.1,0.5,.074,,-1.5,-1.0,-2.4,0.0,2000,0
Keon Clark,C,24,DEN,81,1850,15.9,.573,.015,.333,9.5,20.4,14.9,6.2,1.2,4.2,17.1,17.2,,2.0,2.2,4.2,.109,,-1.0,0.8,-0.2,0.8,2000,0
Keith Closs,C,23,LAC,57,820,14.1,.514,.015,.396,8.5,16.0,12.2,5.0,0.8,6.0,12.8,14.4,,0.6,0.5,1.1,.062,,-1.9,-0.1,-2.0,0.0,2000,0
Derrick Coleman,PF,32,CHH,74,2347,18.9,.541,.144,.385,6.1,23.8,15.1,13.5,0.7,3.8,13.1,25.2,,2.7,3.8,6.5,.133,,1.2,0.5,1.6,2.2,2000,0
Marty Conlon,C,32,LAC,3,9,9.6,.500,.000,.000,12.0,12.8,12.4,0.0,0.0,0.0,0.0,9.9,,0.0,0.0,0.0,.060,,-2.9,-5.9,-8.8,0.0,2000,0
Chris Crawford,PF,24,ATL,55,668,11.9,.476,.118,.354,8.4,7.9,8.1,8.0,1.3,1.6,12.3,20.0,,0.4,0.2,0.6,.043,,-1.9,-1.3,-3.2,-0.2,2000,0
Austin Croshere,PF,24,IND,81,1885,16.7,.553,.266,.354,8.3,21.8,15.3,7.6,1.2,2.1,13.8,21.1,,2.8,2.6,5.4,.138,,0.7,0.0,0.7,1.3,2000,0
Terry Cummings,PF,38,GSW,22,398,14.0,.474,.000,.220,11.2,17.4,14.1,9.3,1.6,1.4,12.2,23.4,,0.2,0.3,0.4,.049,,-2.3,-1.1,-3.4,-0.1,2000,0
Bill Curley,PF,27,HOU,4,50,5.2,.545,.000,.000,9.2,8.8,9.0,0.0,2.0,0.0,26.7,13.2,,0.0,0.0,0.0,-0.006,,-7.1,-0.7,-7.8,-0.1,2000,0
Erick Dampier,C,24,GSW,21,495,9.6,.427,.000,.295,9.6,19.5,14.2,6.2,0.8,2.1,12.9,19.1,,-0.3,0.3,-0.1,-0.006,,-4.7,-1.9,-6.6,-0.6,2000,0
Antonio Davis,C,31,TOR,79,2479,15.1,.520,.000,.521,10.3,21.5,15.7,6.7,0.8,2.8,12.1,17.8,,3.5,2.6,6.1,.118,,-1.0,-1.0,-2.0,0.0,2000,0
Ben Davis,PF,27,PHO,5,22,8.5,.333,.000,.000,15.5,29.8,22.8,13.2,2.3,3.3,33.3,18.0,,-0.1,0.1,0.0,-0.033,,-6.5,1.6,-4.9,0.0,2000,0
Dale Davis,C,30,IND,74,2127,17.4,.537,.000,.337,14.0,24.0,19.2,4.8,1.3,2.9,11.6,16.7,,3.8,3.3,7.1,.161,,0.7,0.1,0.8,1.5,2000,0
Andrew DeClercq,C,26,CLE,82,1831,11.4,.530,.000,.361,9.4,17.5,13.4,5.1,1.7,2.6,17.4,14.8,,0.6,2.3,2.9,.077,,-2.9,0.6,-2.3,-0.2,2000,0
Vlade Divac*,C,31,SAC,82,2374,18.0,.552,.034,.436,7.6,21.3,14.4,15.4,2.1,2.8,17.3,19.3,,3.0,4.1,7.2,.145,,0.4,2.4,2.8,2.9,2000,0
Michael Doleac,C,22,ORL,81,1335,13.3,.490,.004,.178,7.3,20.0,13.6,7.6,1.1,1.8,10.1,20.2,,1.1,1.9,3.0,.106,,-2.6,0.0,-2.6,-0.2,2000,0
Chris Dudley,C,34,NYK,47,459,6.1,.349,.000,.403,16.8,18.3,17.6,1.6,0.8,3.5,18.6,10.0,,-0.2,0.7,0.5,.056,,-5.3,0.2,-5.2,-0.4,2000,0
Tim Duncan*,PF,23,SAS,74,2875,24.8,.555,.009,.471,10.8,24.8,18.1,15.5,1.2,4.0,13.5,28.7,,6.7,6.4,13.0,.218,,3.8,1.8,5.6,5.5,2000,0
Obinna Ekezie,PF,24,VAN,39,351,11.8,.538,.000,.727,11.5,19.9,15.7,3.7,1.4,0.8,18.3,18.4,,0.2,0.2,0.5,.063,,-3.1,-1.7,-4.8,-0.2,2000,0
LaPhonso Ellis,PF,29,ATL,58,1309,13.9,.481,.045,.205,8.2,16.1,12.1,7.6,1.3,1.3,9.3,18.9,,1.1,0.8,1.9,.070,,-1.0,-0.9,-1.9,0.0,2000,0
Pervis Ellison,C,32,BOS,30,269,9.0,.507,.000,.488,11.7,17.0,14.2,6.9,1.9,2.2,19.9,10.5,,0.2,0.3,0.5,.088,,-4.8,0.2,-4.6,-0.2,2000,0
Evan Eschmeyer,C,24,NJN,31,373,11.8,.534,.000,.417,11.5,21.0,16.1,8.7,1.1,3.9,19.8,12.7,,0.3,0.4,0.7,.095,,-4.2,0.6,-3.5,-0.1,2000,0
Patrick Ewing*,C,37,NYK,62,2035,16.9,.516,.003,.365,8.4,26.2,17.6,5.2,1.0,3.1,13.6,24.3,,0.9,3.9,4.8,.113,,-0.6,0.4,-0.2,0.9,2000,0
Tony Farmer,PF,30,GSW,74,1199,15.7,.542,.141,.849,9.7,16.5,12.9,9.5,2.8,0.9,16.1,17.9,,1.9,1.0,2.9,.114,,-0.6,0.1,-0.5,0.5,2000,0
Jamie Feick,C,25,NJN,81,2241,12.3,.477,.007,.314,12.6,25.2,18.7,4.5,1.0,1.2,10.9,10.8,,2.6,2.3,4.8,.103,,-0.9,-1.4,-2.3,-0.2,2000,0
Danny Ferry,PF,33,CLE,63,1326,11.8,.571,.197,.150,4.6,15.6,10.0,8.3,0.8,1.3,12.0,15.1,,1.6,1.1,2.7,.099,,-1.1,-0.2,-1.4,0.2,2000,0
Danny Fortson,PF,23,BOS,55,856,20.1,.602,.000,.713,17.8,31.7,24.4,5.6,1.2,0.4,16.1,21.0,,2.5,1.0,3.5,.194,,0.6,-1.9,-1.2,0.2,2000,0
Greg Foster,PF,31,SEA,60,718,6.9,.430,.067,.125,2.4,14.1,8.2,8.7,0.7,1.8,10.6,16.3,,-0.4,0.5,0.1,.007,,-5.2,-0.3,-5.5,-0.6,2000,0
Jeff Foster,C,23,IND,19,86,25.6,.632,.043,1.087,16.3,25.1,20.9,9.4,3.0,0.8,5.6,19.0,,0.5,0.2,0.6,.345,,2.8,1.7,4.4,0.1,2000,0
Adonal Foyle,C,24,GSW,76,1654,12.3,.500,.000,.237,10.4,16.9,13.5,4.0,0.8,5.8,14.5,12.5,,0.7,1.2,1.9,.055,,-2.8,-0.1,-2.9,-0.4,2000,0
Todd Fuller,C,25,CHH,41,399,9.6,.461,.000,.434,10.4,20.4,15.5,2.0,1.2,1.4,15.7,19.4,,-0.3,0.5,0.2,.029,,-4.7,-1.6,-6.3,-0.4,2000,0
Lawrence Funderburke,PF,29,SAC,75,1026,18.0,.570,.006,.463,9.9,13.9,11.9,5.0,1.5,1.3,8.6,18.8,,2.5,1.2,3.7,.172,,1.2,-0.2,1.0,0.8,2000,0
Kevin Garnett*,PF,23,MIN,81,3243,23.6,.545,.053,.265,7.9,26.6,17.1,21.5,1.9,2.8,13.6,27.4,,6.1,5.6,11.6,.172,,4.6,1.7,6.3,6.8,2000,0
Dean Garrett,C,33,MIN,56,604,9.0,.477,.000,.241,7.8,19.3,13.5,4.3,0.7,4.8,15.0,10.5,,0.2,0.8,1.0,.077,,-4.0,0.9,-3.0,-0.2,2000,0
Chris Gatling,PF,32,TOT,85,1811,17.3,.525,.087,.465,9.2,21.0,15.1,6.7,2.3,0.9,14.9,26.7,,1.3,2.6,4.0,.105,,-0.7,-0.2,-1.0,0.5,2000,0
Chris Gatling,PF,32,ORL,45,1041,17.4,.525,.050,.530,9.5,21.5,15.5,6.4,2.3,0.7,15.6,27.2,,0.8,1.7,2.5,.115,,-0.8,-0.1,-0.9,0.3,2000,0
Chris Gatling,PF,32,DEN,40,770,17.1,.525,.138,.376,8.8,20.2,14.5,7.1,2.2,1.2,13.9,26.0,,0.6,0.9,1.5,.092,,-0.6,-0.4,-1.0,0.2,2000,0
Matt Geiger,C,30,PHI,65,1406,13.9,.483,.007,.238,11.9,18.6,15.2,4.9,1.1,1.1,12.3,23.1,,0.6,2.0,2.6,.088,,-2.1,-1.4,-3.5,-0.5,2000,0
Armen Gilliam,PF,35,UTA,50,782,14.0,.486,.003,.282,11.5,20.9,16.3,9.3,0.8,1.6,13.8,23.5,,0.3,1.0,1.2,.075,,-1.7,-1.4,-3.1,-0.2,2000,0
Brian Grant,PF,27,POR,63,1322,14.0,.540,.006,.472,11.4,18.9,15.3,7.7,1.3,1.6,16.5,17.8,,1.5,2.0,3.5,.128,,-1.1,0.2,-0.8,0.4,2000,0
Horace Grant,PF,34,SEA,76,2688,11.7,.472,.007,.185,6.7,17.5,12.0,10.2,1.1,1.6,8.6,11.6,,2.7,2.5,5.2,.093,,-1.0,0.3,-0.7,0.9,2000,0
A.C. Green,PF,36,LAL,82,1929,11.2,.482,.010,.245,9.0,17.9,13.5,5.9,1.4,0.7,11.0,11.0,,1.7,3.3,5.0,.124,,-1.1,0.8,-0.3,0.8,2000,0
Tom Gugliotta,PF,30,PHO,54,1767,16.4,.519,.012,.234,9.1,17.5,13.4,11.6,2.3,1.3,13.0,20.4,,1.9,3.3,5.2,.140,,0.2,1.2,1.4,1.5,2000,0
Thomas Hamilton,C,24,HOU,22,273,11.4,.460,.000,.291,13.0,23.7,18.5,8.7,0.7,3.3,23.9,18.8,,-0.3,0.3,0.0,.002,,-3.5,-0.5,-4.0,-0.1,2000,0
