Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,all_nba_1st_team
D.J. Mbenga,C,26,DAL,21,0,79,2.3,7.3,.313,0.0,0.0,,2.3,7.3,.313,3.2,3.6,.875,1.4,3.6,5.0,2.7,1.4,2.3,2.3,7.7,7.7,2007,0
Ersan İlyasova,PF,19,MIL,66,14,973,5.1,13.4,.383,2.0,5.5,.365,3.1,8.0,.395,2.6,3.3,.787,2.1,4.8,7.0,1.8,1.0,0.6,1.9,5.4,14.9,2007,0
Marc Jackson,PF,32,NOK,56,25,1025,5.6,13.6,.410,0.0,0.0,.000,5.6,13.6,.411,3.2,3.6,.874,2.2,4.6,6.7,2.0,0.7,0.2,2.3,3.1,14.3,2007,0
Jerome James,C,31,NYK,41,11,273,4.4,10.4,.418,0.0,0.0,,4.4,10.4,.418,1.3,2.4,.556,2.8,5.9,8.7,0.4,0.8,2.0,3.0,9.6,10.0,2007,0
Antawn Jamison,PF,30,WAS,70,70,2662,6.9,15.4,.450,1.9,5.1,.364,5.1,10.3,.492,3.1,4.2,.736,1.8,5.8,7.6,1.8,1.1,0.5,1.4,2.6,18.8,2007,0
Al Jefferson,C,22,BOS,69,60,2319,7.0,13.7,.514,0.0,0.0,.000,7.0,13.7,.514,3.1,4.6,.681,3.7,8.1,11.7,1.4,0.7,1.6,2.1,3.6,17.2,2007,0
Alexander Johnson,PF,23,MEM,59,19,753,4.4,8.1,.538,0.0,0.0,,4.4,8.1,.538,3.7,5.6,.661,2.4,6.3,8.7,0.8,1.2,1.7,2.2,6.5,12.4,2007,0
Amir Johnson,PF,19,DET,8,0,124,5.2,9.6,.545,0.0,0.9,.000,5.2,8.7,.600,3.2,4.1,.786,4.4,6.4,10.7,0.9,1.5,3.8,2.6,5.5,13.6,2007,0
Linton Johnson,PF,26,NOK,54,0,720,4.6,9.5,.489,0.5,1.5,.333,4.1,8.0,.519,1.5,1.8,.811,2.6,5.5,8.1,0.9,1.6,0.9,1.4,5.0,11.3,2007,0
Dwayne Jones,PF,23,CLE,4,0,18,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,6.0,12.0,.500,2.0,10.0,12.0,0.0,0.0,0.0,4.0,6.0,6.0,2007,0
Solomon Jones,PF,22,ATL,58,8,666,3.5,6.9,.508,0.0,0.1,.000,3.5,6.9,.512,3.2,4.1,.787,2.6,4.7,7.4,0.6,0.6,2.3,1.4,6.7,10.2,2007,0
Chris Kaman,C,24,LAC,75,66,2176,4.9,10.8,.451,0.0,0.0,.000,4.9,10.8,.452,2.7,3.7,.741,2.6,7.1,9.7,1.3,0.7,1.9,2.4,4.2,12.5,2007,0
Viktor Khryapa,PF,24,CHI,33,0,231,4.2,10.9,.386,0.0,0.9,.000,4.2,10.0,.422,3.0,4.1,.731,3.1,5.8,8.9,3.3,1.6,0.2,2.5,8.3,11.4,2007,0
Linas Kleiza,PF,22,DEN,79,14,1488,4.8,11.5,.422,2.0,5.3,.376,2.8,6.1,.462,2.8,3.3,.852,1.9,4.6,6.4,1.1,0.7,0.3,1.9,4.8,14.5,2007,0
Nenad Krstić,C,23,NJN,26,26,848,7.2,13.7,.526,0.0,0.0,.000,7.2,13.7,.528,3.7,5.1,.711,2.2,5.3,7.5,2.0,0.4,1.0,2.2,3.7,18.1,2007,0
Raef LaFrentz,PF,30,POR,27,9,352,4.0,10.4,.382,0.2,2.4,.087,3.8,8.1,.468,2.0,2.7,.769,2.6,4.6,7.2,0.8,0.7,1.1,1.3,5.8,10.2,2007,0
James Lang,C,23,WAS,11,0,55,2.6,5.9,.444,0.0,0.0,,2.6,5.9,.444,2.0,3.3,.600,3.3,3.9,7.2,1.3,0.0,2.0,1.3,9.2,7.2,2007,0
David Lee,PF,23,NYK,58,12,1731,5.0,8.3,.600,0.0,0.0,,5.0,8.3,.600,2.9,3.6,.815,4.1,8.4,12.5,2.2,1.0,0.5,1.9,3.2,12.9,2007,0
Mark Madsen,C,31,MIN,56,0,473,1.8,3.3,.535,0.0,0.0,,1.8,3.3,.535,1.1,2.2,.517,2.7,4.0,6.6,0.8,0.8,0.8,1.6,7.6,4.6,2007,0
Jamaal Magloire,C,28,POR,81,23,1703,4.2,8.3,.504,0.0,0.0,,4.2,8.3,.504,2.8,5.1,.541,3.2,7.2,10.4,0.6,0.4,1.4,2.7,4.8,11.2,2007,0
Renaldo Major,PF,24,GSW,1,0,27,2.7,13.3,.200,0.0,0.0,,2.7,13.3,.200,1.3,2.7,.500,0.0,2.7,2.7,0.0,2.7,0.0,1.3,5.3,6.7,2007,0
Damir Markota,PF,21,MIL,30,0,170,4.0,11.0,.365,1.3,3.4,.375,2.8,7.6,.361,1.5,2.3,.636,2.3,4.2,6.6,1.3,0.6,0.2,3.2,4.7,10.8,2007,0
Sean Marks,PF,31,PHO,3,0,17,4.2,12.7,.333,0.0,2.1,.000,4.2,10.6,.400,4.2,4.2,1.000,0.0,6.4,6.4,0.0,0.0,2.1,0.0,8.5,12.7,2007,0
Donyell Marshall,PF,33,CLE,81,0,1360,5.5,13.1,.424,2.5,7.2,.351,3.0,5.9,.514,1.4,2.1,.663,2.3,6.3,8.6,1.2,1.0,1.1,1.8,3.4,15.0,2007,0
Kenyon Martin,PF,29,DEN,2,2,63,4.6,9.1,.500,0.0,0.6,.000,4.6,8.6,.533,1.7,6.9,.250,3.4,8.0,11.4,0.6,0.0,0.0,2.9,5.7,10.9,2007,0
Jason Maxiell,C,23,DET,67,8,943,5.0,10.0,.500,0.0,0.0,,5.0,10.0,.500,2.7,5.2,.526,3.4,3.7,7.1,0.5,1.1,2.3,2.0,4.2,12.8,2007,0
Sean May,PF,22,CHA,35,8,838,7.0,14.1,.500,0.1,0.1,.667,7.0,14.0,.498,3.7,4.8,.768,3.1,6.9,10.0,2.8,0.8,1.0,2.4,4.3,17.9,2007,0
Antonio McDyess,PF,32,DET,82,3,1729,5.9,11.2,.526,0.0,0.0,,5.9,11.2,.526,2.0,2.9,.691,3.4,6.9,10.3,1.5,1.3,1.4,1.6,5.0,13.8,2007,0
Ivan McFarlin,PF,24,PHI,11,0,41,4.4,11.4,.385,0.0,0.9,.000,4.4,10.5,.417,4.4,6.1,.714,6.1,3.5,9.7,0.9,0.0,0.0,0.9,7.0,13.2,2007,0
Stanislav Medvedenko,C,27,ATL,14,0,81,5.3,12.9,.414,0.4,0.9,.500,4.9,12.0,.407,7.6,8.9,.850,1.8,4.4,6.2,0.9,0.0,0.9,2.2,7.1,18.7,2007,0
Pops Mensah-Bonsu,PF,23,DAL,12,0,71,5.6,8.6,.647,0.0,0.0,,5.6,8.6,.647,3.5,9.1,.389,4.6,6.1,10.6,0.0,0.5,0.0,4.6,4.1,14.7,2007,0
Darko Miličić,PF,21,ORL,80,16,1913,4.7,10.3,.454,0.0,0.0,.000,4.7,10.3,.455,2.7,4.3,.613,2.7,5.5,8.2,1.7,0.8,2.6,2.3,4.1,12.0,2007,0
Brad Miller,C,30,SAC,63,56,1783,4.5,10.0,.453,0.1,0.7,.152,4.4,9.3,.475,2.3,3.0,.772,1.6,6.5,8.1,4.5,0.8,0.8,2.2,3.1,11.5,2007,0
Paul Millsap,PF,21,UTA,82,1,1472,5.1,9.7,.525,0.0,0.1,.333,5.1,9.7,.527,3.4,5.1,.673,4.5,5.9,10.3,1.5,1.6,1.8,2.3,5.8,13.7,2007,0
Yao Ming*,C,26,HOU,48,48,1624,9.4,18.2,.516,0.0,0.0,.000,9.4,18.1,.518,7.9,9.2,.862,2.2,7.8,10.0,2.1,0.4,2.1,3.7,3.5,26.6,2007,0
Nazr Mohammed,C,29,DET,51,33,773,5.5,10.3,.532,0.0,0.0,,5.5,10.3,.532,2.3,3.8,.610,4.1,6.5,10.7,0.4,1.3,1.9,2.0,6.2,13.3,2007,0
Mikki Moore,C,31,NJN,79,55,2082,5.3,8.7,.609,0.0,0.0,.000,5.3,8.7,.610,2.8,4.1,.681,2.5,4.5,7.0,1.3,0.8,1.0,2.0,4.5,13.4,2007,0
Randolph Morris,C,21,NYK,5,0,44,0.8,4.9,.167,0.0,0.0,,0.8,4.9,.167,1.6,4.9,.333,0.8,6.5,7.4,0.8,1.6,0.8,1.6,3.3,3.3,2007,0
Adam Morrison,PF,22,CHA,78,23,2326,5.5,14.6,.376,1.3,4.0,.337,4.1,10.6,.391,1.9,2.6,.710,0.8,2.7,3.6,2.5,0.4,0.1,2.0,2.8,14.2,2007,0
Alonzo Mourning*,C,36,MIA,77,43,1572,5.5,9.7,.560,0.0,0.0,,5.5,9.7,.560,4.2,7.1,.601,2.9,5.1,8.0,0.4,0.3,4.1,3.0,5.0,15.1,2007,0
Troy Murphy,PF,26,TOT,68,48,1852,5.2,11.3,.458,1.1,2.9,.395,4.0,8.4,.479,2.1,2.8,.745,1.9,6.1,8.0,2.4,0.9,0.8,1.5,3.8,13.6,2007,0
Troy Murphy,PF,26,GSW,26,17,667,4.4,9.7,.450,1.2,3.2,.373,3.2,6.5,.488,2.5,3.6,.712,2.0,6.5,8.5,3.2,1.1,0.9,1.6,3.4,12.5,2007,0
Troy Murphy,PF,26,IND,42,31,1185,5.6,12.2,.461,1.1,2.7,.409,4.5,9.5,.476,1.9,2.4,.772,1.9,5.9,7.8,2.0,0.8,0.8,1.5,4.0,14.2,2007,0
Dikembe Mutombo*,C,40,HOU,75,33,1289,2.4,4.3,.556,0.0,0.0,,2.4,4.3,.556,1.7,2.4,.690,4.6,9.0,13.6,0.4,0.6,2.1,1.1,4.4,6.4,2007,0
Eduardo Nájera,PF,30,DEN,75,36,1658,4.4,7.7,.576,0.0,0.3,.083,4.4,7.4,.594,1.9,2.7,.715,2.8,3.9,6.7,1.4,1.6,0.6,1.2,4.5,10.8,2007,0
Rasho Nesterović,C,30,TOR,80,73,1676,4.9,9.0,.546,0.0,0.0,.000,4.9,9.0,.548,0.7,1.1,.680,2.5,5.3,7.7,1.6,0.8,1.8,1.2,4.1,10.6,2007,0
Andrés Nocioni,PF,27,CHI,53,31,1406,7.0,15.0,.467,2.0,5.4,.383,4.9,9.6,.515,3.1,3.7,.848,1.1,6.6,7.7,1.5,0.7,0.6,2.7,4.2,19.2,2007,0
David Noel,PF,22,MIL,68,0,792,3.0,8.0,.367,0.8,2.4,.321,2.2,5.6,.387,1.7,2.0,.860,1.9,3.7,5.6,3.0,1.1,0.4,1.8,3.5,8.4,2007,0
Dirk Nowitzki,PF,28,DAL,78,78,2820,8.6,17.1,.502,0.9,2.2,.416,7.7,14.9,.515,6.4,7.0,.904,1.6,7.3,8.8,3.4,0.7,0.8,2.1,2.2,24.5,2007,0
Patrick O'Bryant,C,20,GSW,16,0,119,3.0,9.7,.313,0.0,0.0,,3.0,9.7,.313,3.3,5.1,.647,2.1,4.2,6.4,2.7,1.8,2.4,2.4,7.9,9.4,2007,0
Jermaine O'Neal,C,28,IND,69,69,2459,7.3,16.7,.436,0.0,0.1,.000,7.3,16.6,.439,5.0,6.5,.767,2.2,7.4,9.7,2.4,0.7,2.7,3.0,3.4,19.6,2007,0
Shaquille O'Neal*,C,34,MIA,40,39,1135,9.0,15.2,.591,0.0,0.0,,9.0,15.2,.591,3.9,9.3,.422,3.1,6.3,9.4,2.5,0.3,1.7,3.0,4.4,21.9,2007,0
Fabricio Oberto,PF,31,SAS,79,33,1365,4.2,7.4,.562,0.0,0.0,,4.2,7.4,.562,0.9,1.3,.647,3.5,6.3,9.7,1.8,0.7,0.6,1.8,5.6,9.2,2007,0
Lamar Odom,PF,27,LAL,56,56,2202,5.2,11.1,.468,0.9,3.0,.297,4.3,8.2,.531,3.2,4.6,.700,1.7,7.3,8.9,4.4,0.9,0.5,2.7,3.0,14.6,2007,0
Emeka Okafor,C,24,CHA,67,65,2329,6.1,11.4,.532,0.0,0.0,,6.1,11.4,.532,2.7,4.6,.593,4.0,7.7,11.7,1.2,0.9,2.7,1.7,3.2,14.9,2007,0
Mehmet Okur,C,27,UTA,80,80,2664,6.6,14.3,.462,1.7,4.5,.384,4.9,9.8,.498,4.0,5.2,.765,2.2,5.7,7.8,2.1,0.5,0.5,1.7,3.5,19.0,2007,0
Michael Olowokandi,C,31,BOS,24,0,234,2.9,7.1,.413,0.0,0.0,,2.9,7.1,.413,0.3,0.5,.667,2.2,5.2,7.4,0.8,1.2,2.0,2.6,7.4,6.2,2007,0
Bo Outlaw,PF,35,ORL,41,0,460,2.7,4.0,.667,0.0,0.0,,2.7,4.0,.667,1.0,1.7,.591,3.7,4.6,8.3,1.3,1.3,0.5,1.6,4.5,6.3,2007,0
Travis Outlaw,PF,22,POR,67,1,1532,5.8,13.3,.434,0.2,0.9,.270,5.5,12.5,.445,3.4,4.3,.790,1.5,3.6,5.1,1.2,1.4,1.7,1.6,3.5,15.2,2007,0
Zaza Pachulia,C,22,ATL,72,47,2026,5.2,10.9,.474,0.0,0.0,.000,5.2,10.9,.475,5.2,6.6,.786,3.5,5.3,8.9,1.9,1.4,0.6,2.9,4.7,15.5,2007,0
Scott Padgett,PF,30,TOT,31,0,231,2.5,8.7,.286,1.2,5.1,.242,1.2,3.6,.348,0.9,2.0,.462,2.5,5.9,8.4,1.2,0.8,0.5,1.4,5.5,7.2,2007,0
Scott Padgett,PF,30,HOU,24,0,198,2.7,8.9,.306,1.5,5.3,.276,1.3,3.6,.350,1.1,2.0,.545,2.0,6.2,8.2,1.5,0.7,0.5,1.5,6.0,8.0,2007,0
Scott Padgett,PF,30,MEM,7,0,33,1.1,7.6,.143,0.0,4.4,.000,1.1,3.3,.333,0.0,2.2,.000,5.5,4.4,9.8,0.0,1.1,0.0,1.1,2.2,2.2,2007,0
Kendrick Perkins,C,22,BOS,72,53,1576,3.0,6.1,.491,0.0,0.1,.000,3.0,6.1,.496,1.4,2.3,.600,2.6,5.9,8.5,2.1,0.5,2.2,2.6,4.9,7.4,2007,0
Johan Petro,C,21,SEA,81,13,1510,5.4,10.4,.516,0.0,0.0,,5.4,10.4,.516,1.2,1.8,.649,2.2,5.8,8.0,1.1,0.9,1.1,2.0,5.7,12.0,2007,0
Kevinn Pinkney,PF,23,BOS,6,0,100,4.3,9.7,.444,0.4,0.7,.500,4.0,9.0,.440,2.2,3.2,.667,2.5,2.9,5.4,1.8,1.1,1.1,1.4,4.3,11.2,2007,0
Scot Pollard,C,31,CLE,24,0,109,3.6,8.6,.423,0.0,0.0,,3.6,8.6,.423,0.7,1.3,.500,5.0,5.3,10.2,1.0,1.3,0.3,1.3,8.9,7.9,2007,0
Vitaly Potapenko,C,31,SAC,3,0,13,0.0,11.1,.000,0.0,0.0,,0.0,11.1,.000,0.0,0.0,,0.0,5.5,5.5,0.0,0.0,0.0,5.5,8.3,0.0,2007,0
Leon Powe,C,23,BOS,63,2,720,3.9,8.8,.446,0.0,0.1,.000,3.9,8.7,.451,5.3,7.2,.736,4.8,5.9,10.7,0.5,0.7,1.1,2.3,5.2,13.2,2007,0
Josh Powell,PF,24,TOT,37,0,353,4.4,9.5,.462,0.0,0.0,,4.4,9.5,.462,3.1,4.3,.714,2.4,6.5,9.0,2.1,0.5,1.2,3.0,6.2,11.8,2007,0
Josh Powell,PF,24,IND,7,0,64,1.1,8.4,.133,0.0,0.0,,1.1,8.4,.133,4.5,6.8,.667,3.9,6.8,10.7,1.7,0.0,0.0,2.8,10.1,6.8,2007,0
Josh Powell,PF,24,GSW,30,0,289,5.1,9.7,.526,0.0,0.0,,5.1,9.7,.526,2.7,3.7,.733,2.1,6.5,8.6,2.2,0.6,1.5,3.0,5.4,13.0,2007,0
Joel Przybilla,C,27,POR,43,43,701,1.9,4.0,.474,0.0,0.0,,1.9,4.0,.474,0.5,1.4,.370,3.0,5.6,8.6,0.6,0.5,3.4,2.1,6.4,4.3,2007,0
Vladimir Radmanović,PF,26,LAL,55,15,986,4.9,11.5,.424,1.5,4.3,.339,3.4,7.2,.475,1.9,2.7,.726,1.9,4.6,6.6,2.4,0.9,0.7,2.5,4.6,13.2,2007,0
Shavlik Randolph,PF,23,PHI,13,6,179,4.6,9.7,.479,0.0,0.0,,4.6,9.7,.479,2.4,4.4,.545,3.8,7.0,10.9,0.8,1.4,2.0,1.8,4.6,11.7,2007,0
Zach Randolph,PF,25,POR,68,67,2425,8.9,19.1,.467,0.2,0.7,.292,8.7,18.4,.473,5.8,7.1,.819,3.0,7.3,10.2,2.2,0.8,0.2,3.2,2.7,23.9,2007,0
Theo Ratliff,C,33,BOS,2,2,44,0.8,2.5,.333,0.0,0.0,,0.8,2.5,.333,2.5,3.3,.750,1.6,4.1,5.7,0.0,0.8,2.5,0.8,4.9,4.1,2007,0
Justin Reed,PF,25,MIN,41,3,318,4.5,12.1,.374,0.0,0.0,,4.5,12.1,.374,2.9,3.4,.867,1.7,3.5,5.2,1.9,0.6,0.3,2.5,5.0,12.0,2007,0
Jared Reiner,C,24,MIL,27,2,244,2.2,6.3,.349,0.0,0.0,,2.2,6.3,.349,0.4,1.5,.300,3.1,7.4,10.5,1.9,0.7,0.9,2.1,6.6,4.9,2007,0
Lawrence Roberts,PF,24,MEM,54,18,969,3.5,7.7,.452,0.0,0.1,.000,3.5,7.7,.456,3.5,4.9,.725,3.8,5.9,9.7,1.1,1.3,0.5,1.3,4.9,10.5,2007,0
Clifford Robinson,C,40,NJN,50,1,955,3.1,8.2,.372,0.9,2.5,.379,2.1,5.7,.368,0.6,1.4,.444,1.2,3.4,4.6,1.9,0.5,0.9,1.1,3.7,7.7,2007,0
Malik Rose,PF,32,NYK,65,2,810,3.3,8.3,.398,0.1,0.4,.250,3.2,7.9,.404,1.9,2.3,.808,2.1,5.7,7.8,2.9,1.2,0.4,2.9,5.3,8.5,2007,0
Michael Ruffin,PF,30,WAS,30,0,271,0.7,2.4,.278,0.0,0.0,,0.7,2.4,.278,0.9,2.5,.368,4.6,3.6,8.2,0.8,0.8,1.1,1.6,5.7,2.3,2007,0
Jamal Sampson,C,23,DEN,22,3,125,2.6,4.0,.643,0.0,0.3,.000,2.6,3.7,.692,1.7,4.0,.429,4.3,9.5,13.8,1.4,0.6,2.0,2.9,4.9,6.9,2007,0
Brian Scalabrine,PF,28,BOS,54,17,1027,2.7,6.7,.403,1.5,3.9,.400,1.2,2.8,.407,0.6,0.8,.783,0.8,2.8,3.7,2.1,0.8,0.6,1.5,4.6,7.6,2007,0
Luke Schenscher,C,24,POR,11,0,118,2.1,7.0,.304,0.0,0.0,,2.1,7.0,.304,1.5,2.1,.714,3.1,4.6,7.6,0.3,0.6,1.2,1.2,7.6,5.8,2007,0
Mouhamed Sene,C,20,SEA,28,3,169,3.8,10.4,.367,0.0,0.0,,3.8,10.4,.367,3.6,6.2,.586,3.4,6.2,9.6,0.0,0.6,2.6,2.3,7.0,11.3,2007,0
Wayne Simien,PF,23,MIA,8,0,93,3.5,8.9,.391,0.0,0.0,,3.5,8.9,.391,1.9,2.7,.714,1.9,2.3,4.3,1.5,0.8,0.0,1.2,5.0,8.9,2007,0
Cedric Simmons,PF,21,NOK,43,4,534,3.7,8.9,.417,0.0,0.0,,3.7,8.9,.417,1.1,2.2,.485,3.0,4.2,7.2,0.8,0.5,1.6,1.5,5.1,8.5,2007,0
James Singleton,PF,25,LAC,53,0,376,2.9,7.9,.366,0.3,1.3,.214,2.6,6.5,.397,2.1,2.8,.759,3.4,6.7,10.1,1.6,1.4,1.6,1.6,4.3,8.1,2007,0
Brian Skinner,PF,30,MIL,67,44,1523,2.9,6.0,.490,0.0,0.0,,2.9,6.0,.490,1.1,1.9,.582,2.5,6.6,9.1,1.4,0.4,1.5,1.8,4.6,6.9,2007,0
Uroš Slokar,C,23,TOR,20,0,72,7.0,13.0,.538,0.5,1.0,.500,6.5,12.0,.542,4.5,6.5,.692,3.5,3.5,7.0,0.5,0.5,1.0,4.5,5.5,19.0,2007,0
Craig Smith,PF,23,MIN,82,5,1537,5.8,10.8,.531,0.0,0.1,.000,5.8,10.7,.538,2.7,4.4,.624,3.5,6.3,9.7,1.1,1.2,0.4,1.7,5.2,14.2,2007,0
Joe Smith,PF,31,TOT,65,11,1503,5.1,11.4,.449,0.0,0.1,.000,5.1,11.3,.453,3.0,3.5,.845,2.9,6.7,9.6,1.2,0.9,0.6,1.8,3.5,13.2,2007,0
Joe Smith,PF,31,DEN,11,0,148,5.6,11.7,.479,0.0,0.2,.000,5.6,11.4,.489,2.4,2.9,.833,3.2,6.6,9.7,0.7,1.5,1.7,3.2,5.6,13.6,2007,0
Joe Smith,PF,31,PHI,54,11,1355,5.1,11.4,.445,0.0,0.1,.000,5.1,11.3,.449,3.1,3.6,.846,2.8,6.7,9.6,1.2,0.8,0.5,1.7,3.3,13.2,2007,0
Steven Smith,PF,23,PHI,8,0,28,2.6,10.3,.250,0.0,0.0,,2.6,10.3,.250,1.3,2.6,.500,1.3,6.4,7.7,0.0,1.3,0.0,2.6,5.1,6.4,2007,0
Darius Songaila,PF,28,WAS,37,1,700,6.1,11.6,.524,0.0,0.1,.000,6.1,11.5,.529,2.4,2.8,.852,2.3,4.6,6.9,2.0,0.9,0.5,2.2,5.4,14.5,2007,0
Pape Sow,C,25,TOR,7,0,34,3.2,9.5,.333,0.0,0.0,,3.2,9.5,.333,4.2,6.4,.667,6.4,5.3,11.6,2.1,1.1,1.1,1.1,2.1,10.6,2007,0
Amar'e Stoudemire,C,24,PHO,82,78,2689,8.1,14.1,.575,0.0,0.0,.000,8.1,14.1,.577,6.1,7.8,.781,3.0,7.6,10.5,1.1,1.0,1.5,3.1,3.9,22.4,2007,1
Mike Sweetney,C,24,CHI,48,0,385,5.4,12.5,.433,0.0,0.0,,5.4,12.5,.433,3.5,6.2,.561,4.2,7.0,11.2,2.6,0.8,1.0,3.9,7.4,14.3,2007,0
Stromile Swift,C,27,MEM,54,18,1029,5.6,12.1,.465,0.0,0.2,.000,5.6,11.9,.472,3.4,4.7,.724,3.0,5.8,8.7,0.6,1.0,2.2,2.4,5.1,14.7,2007,0
Maurice Taylor,PF,30,SAC,12,2,103,2.8,9.8,.286,0.0,0.0,,2.8,9.8,.286,2.8,4.5,.615,3.5,6.3,9.8,1.7,1.4,0.3,2.1,5.6,8.4,2007,0
Etan Thomas,C,28,WAS,65,32,1246,4.6,8.0,.574,0.0,0.0,,4.6,8.0,.574,2.2,4.0,.558,3.9,7.0,10.9,0.8,0.6,2.6,2.1,4.7,11.4,2007,0
Kenny Thomas,PF,29,SAC,62,53,1412,3.7,7.7,.482,0.0,0.0,.000,3.7,7.7,.483,1.0,1.9,.513,3.4,6.2,9.6,1.9,1.1,0.4,2.3,3.6,8.4,2007,0
Kurt Thomas,C,34,PHO,67,13,1208,3.8,7.7,.486,0.0,0.0,.000,3.8,7.7,.488,1.7,2.1,.789,2.6,8.7,11.3,0.7,0.7,0.9,1.0,4.6,9.2,2007,0
Tim Thomas,PF,29,LAC,76,24,2054,5.2,12.7,.414,2.4,6.2,.382,2.9,6.4,.444,1.8,2.5,.708,1.1,5.5,6.6,3.0,1.0,0.5,1.9,4.0,14.7,2007,0
Tyrus Thomas,PF,20,CHI,72,4,966,5.0,10.5,.475,0.0,0.1,.000,5.0,10.4,.479,4.0,6.5,.606,3.3,6.7,10.0,1.5,1.7,2.8,3.5,6.0,13.9,2007,0
Jake Tsakalidis,C,27,TOT,36,7,390,2.7,6.6,.403,0.0,0.0,,2.7,6.6,.403,2.4,3.6,.667,3.9,5.7,9.6,0.5,0.7,1.1,2.2,4.7,7.8,2007,0
Jake Tsakalidis,C,27,MEM,23,7,258,2.8,7.0,.400,0.0,0.0,,2.8,7.0,.400,2.0,3.3,.583,3.3,5.6,8.9,0.3,1.0,1.5,2.9,4.7,7.5,2007,0
Jake Tsakalidis,C,27,HOU,13,0,132,2.5,6.0,.409,0.0,0.0,,2.5,6.0,.409,3.3,4.1,.800,4.9,6.0,10.9,0.8,0.3,0.3,0.8,4.6,8.2,2007,0
Ronny Turiaf,C,24,LAL,72,1,1087,4.9,8.9,.549,0.0,0.0,.000,4.9,8.8,.551,2.9,4.4,.664,2.9,5.7,8.6,2.1,0.6,2.6,1.7,6.7,12.7,2007,0
Anderson Varejão,C,24,CLE,81,6,1932,3.6,7.5,.476,0.0,0.2,.000,3.6,7.3,.487,3.1,5.0,.616,3.6,6.6,10.2,1.4,1.4,1.0,1.2,5.0,10.2,2007,0
Charlie Villanueva,PF,22,MIL,39,17,984,6.6,14.0,.470,1.1,3.1,.337,5.5,10.9,.508,2.7,3.3,.820,2.3,6.1,8.3,1.3,0.9,0.4,2.0,4.0,16.9,2007,0
Jake Voskuhl,C,29,CHA,73,9,1043,4.2,8.8,.475,0.0,0.0,,4.2,8.8,.475,2.7,3.9,.681,2.9,5.9,8.8,1.5,1.0,0.8,1.9,6.9,11.0,2007,0
Antoine Walker,PF,30,MIA,78,15,1818,5.2,13.2,.397,1.7,6.0,.275,3.6,7.2,.499,0.9,2.1,.438,1.8,4.9,6.7,2.6,1.0,0.3,2.8,3.4,13.1,2007,0
Ben Wallace,C,32,CHI,77,77,2697,2.6,5.7,.453,0.0,0.1,.200,2.5,5.6,.456,1.5,3.6,.408,4.0,6.9,11.0,2.5,1.5,2.1,1.3,2.0,6.6,2007,0
Rasheed Wallace,C,32,DET,75,72,2419,5.3,12.5,.423,1.5,4.4,.351,3.8,8.1,.463,1.6,2.0,.788,1.3,6.7,8.1,1.9,1.1,1.8,1.4,3.3,13.8,2007,0
Hakim Warrick,PF,24,MEM,82,43,2152,6.2,11.9,.524,0.0,0.1,.000,6.2,11.8,.530,5.0,6.5,.771,2.2,4.9,7.0,1.3,0.7,0.5,2.7,3.9,17.5,2007,0
Chris Webber,PF,33,TOT,61,60,1821,5.7,12.6,.452,0.1,0.2,.364,5.6,12.4,.454,2.0,3.2,.638,2.5,6.2,8.6,3.7,1.2,0.8,2.1,2.8,13.5,2007,0
Chris Webber,PF,33,PHI,18,18,544,5.9,15.2,.387,0.1,0.3,.400,5.8,14.9,.387,1.2,1.9,.643,2.4,7.4,9.9,4.0,1.2,1.0,2.2,2.4,13.1,2007,0
Chris Webber,PF,33,DET,43,42,1277,5.6,11.5,.489,0.1,0.2,.333,5.6,11.4,.491,2.4,3.7,.636,2.5,5.7,8.1,3.6,1.2,0.7,2.1,3.0,13.7,2007,0
David West,PF,26,NOK,52,52,1900,7.1,15.0,.476,0.2,0.5,.320,7.0,14.5,.481,3.5,4.3,.824,2.4,5.6,8.0,2.2,0.8,0.7,1.9,2.7,18.0,2007,0
Chris Wilcox,PF,24,SEA,82,81,2586,6.0,11.4,.529,0.0,0.1,.000,6.0,11.3,.533,3.3,4.9,.684,2.5,6.3,8.8,1.1,1.0,0.5,1.8,3.5,15.4,2007,0
Aaron Williams,PF,35,LAC,38,7,374,2.8,5.1,.547,0.0,0.1,.000,2.8,5.0,.558,1.7,2.1,.818,2.6,5.6,8.2,0.7,0.7,1.3,1.7,5.4,7.3,2007,0
Justin Williams,C,22,SAC,26,1,333,5.8,9.5,.614,0.0,0.1,.000,5.8,9.4,.621,2.5,6.8,.365,5.5,6.9,12.4,0.2,0.5,1.7,1.6,5.5,14.2,2007,0
Marvin Williams,PF,20,ATL,64,63,2179,5.1,11.7,.433,0.2,0.7,.244,4.9,10.9,.446,3.6,4.4,.815,1.4,4.2,5.6,2.0,0.9,0.5,2.1,3.2,13.9,2007,0
Shelden Williams,PF,23,ATL,81,31,1514,3.9,8.7,.455,0.0,0.1,.500,3.9,8.6,.454,2.6,3.4,.764,3.1,7.2,10.3,1.0,1.2,0.9,2.3,4.7,10.6,2007,0
